-308.647,-5715.49
-383.891,-5714.83
-456.583,-5715.42
-511.902,-5711.88
-576.928,-5709.73
-642.517,-5707.52
-690.841,-5704.04
-747.627,-5700.76
-796.155,-5697.37
-834.506,-5694.27
-862.114,-5692.5
-893.197,-5688.68
-926.509,-5685.74
-964.671,-5681.72
-1005.32,-5677.62
-1049.69,-5671.35
-1107.17,-5665.69
-1095.22,-5666.89
-1166.05,-5659.96
-1232.97,-5655.55
-1305.14,-5645.91
-1364.48,-5637.31
-1409.79,-5634.07
-1460.12,-5628.57
-1514.67,-5623.51
-1629.96,-5586.22
-1660.16,-5541.92
-1692.34,-5500.03
-1724.21,-5436.62
-1775.87,-5380.45
-1839.03,-5320.71
-1885.68,-5274.35
-1929.79,-5223.87
-1961.98,-5194.22
-1992.73,-5160.91
-2019.29,-5117.98
-2044.9,-5073.39
-2076.84,-5033.73
-2112.23,-4998.36
-2144.38,-4960.22
-2170.84,-4917.28
-2196.38,-4873.67
-2228.05,-4835.7
-2265.62,-4800.87
-2295.16,-4760.7
-2321.31,-4717.81
-2346.5,-4674.24
-2380.11,-4637.51
-2408.88,-4595.63
-2441.8,-4546.16
-2488.48,-4497.21
-2542.43,-4445.85
-2592.68,-4394.68
-2639.55,-4345.63
-2687.78,-4308.17
-2726.11,-4260.37
-2764.22,-4232.82
-2788.14,-4193.42
-2818.69,-4165.45
-2835.59,-4127.23
-2873.55,-4088.2
-2915.25,-4041.68
-2968.88,-3987.49
-2995.99,-3942.66
-2984.89,-3953.58
-3057.73,-3867.18
-3045.23,-3880.39
-3118.43,-3799.3
-3144.85,-3762.39
-3181.16,-3722.24
-3213.56,-3676.42
-3202.42,-3689.21
-3308.07,-3557.99
-3299.73,-3569.47
-3368.39,-3494.36
-3417.73,-3417.82
-3466.85,-3367.45
-3520.06,-3251.01
-3512.63,-3200.29
-3506.34,-3149.38
-3498.72,-3100.05
-3492.24,-3049.51
-3485.74,-2999.01
-3479.2,-2948.56
-3471.58,-2898.13
-3460.28,-2846.56
-3450.98,-2784.01
-3446.82,-2711.96
-3446.26,-2631.48
-3447.91,-2554.54
-3443.49,-2492.29
-3445.17,-2420.89
-3442.79,-2352.77
-3443.1,-2288.27
-3442.21,-2247.87
-3439.27,-2201.05
-3435.08,-2166.68
-3429.86,-2129
-3425.64,-2087.91
-3418.72,-2042.82
-3412.63,-1985.51
-3407.44,-1916.99
-3402.34,-1838.57
-3396.76,-1773.37
-3389.6,-1697.04
-3390.7,-1708.48
-3384.27,-1637.04
-3377.35,-1575.66
-3374.34,-1540.14
-3370.95,-1499.99
-3366.68,-1458.58
-3362.1,-1413.92
-3357.27,-1364.01
-3351.2,-1311.05
-3343.8,-1254.47
-3336.37,-1196.71
-3283.61,-1077.07
-3219.35,-1027.15
-3157.59,-962.697
-3097.86,-905.932
-3058.36,-864.736
-3023.91,-818.406
-2983.37,-793.974
-2939.75,-767.486
-2897.62,-739.664
-2861.44,-703.854
-2826.33,-668.183
-2783.45,-641.101
-2739.89,-614.888
-2697.62,-586.814
-2663.35,-551.774
-2628.29,-516.303
-2583.72,-490.179
-2540.92,-463.497
-2498.13,-436.923
-2454.99,-409.343
-2410.45,-370.185
-2364.03,-318.102
-2314.05,-262.954
-2265.81,-217.361
-2225.81,-195.126
-2184.78,-166.452
-2149.9,-130.315
-2111.38,-96.1775
-2069.42,-67.6457
-2024.21,-29.2341
-1971.46,11.0587
-1916.09,63.537
-1863.67,116.651
-1810.88,171.192
-1766.55,203.865
-1713.87,245.1
-1723.2,234.406
-1631.8,319.669
-1595.91,352.774
-1608.69,340.577
-1532.68,401.622
-1498.21,431.568
-1512.28,418.381
-1419.86,501.487
-1366.83,536.378
-1378.19,526.992
-1231.73,644.45
-1241.92,638.02
-1169.59,689.117
-1113.38,742.383
-1064.76,768.73
-1014,812.017
-917.913,846.66
-871.587,838.941
-821.549,831.503
-771.596,825.021
-720.21,818.756
-670.282,811.249
-620.126,804.835
-570.279,798.317
-520.192,791.857
-470.277,785.353
-419.657,772.911
-357.362,765.313
-287.325,759.621
-205.05,760.088
-141.765,755.637
-67.2226,755.896
6.09566,756.427
75.1268,753.618
128.672,750.619
193.283,748.212
256.647,744.387
300.081,742.042
348.944,738.5
387.413,735.322
415.019,732.548
446.057,728.738
479.749,725.769
516.975,722.701
557.151,718.638
602.803,712.337
660.943,706.485
649.21,707.724
720.357,700.59
803.989,691.897
