-226.439,783.163
-226.439,783.163
-226.914,779.025
-214.706,775.51
-188.82,773.339
-149.892,774.994
-111.324,774.705
-86.2574,775.009
-58.8486,775.372
-62.9525,774.98
-30.665,776.157
-20.7013,774.977
-6.30048,772.826
11.9975,771.7
31.0067,768.506
55.673,766.359
81.5505,763.188
110.392,759.956
145.934,754.101
190.045,747.865
246.492,744.493
314.57,740.247
364.681,735.845
420.54,731.939
461.474,727.274
494.737,724.175
480.71,725.396
568.365,716.875
552.889,718.208
655.489,708.103
705.312,702.382
691.855,703.804
757.28,697.135
836.988,689.622
930.738,679.181
1005.93,671.667
1082.72,659.139
1190.65,620.831
1215.04,580.041
1241.33,538.267
1270.1,495.296
1301.06,453.594
1336.51,418.417
1372.47,382.058
1399.03,338.462
1427.69,294.476
1458.34,252.835
1494.32,199.047
1542.43,143.835
1607.26,91.5229
1651.9,45.8056
1695.7,-4.72726
1715.74,-43.9588
1748.06,-76.0445
1783.92,-111.415
1808.39,-154.884
1834.86,-198.232
1867.95,-235.411
1903.99,-271.859
1934.13,-311.784
1957.91,-354.419
1986,-396.483
2022.77,-431.236
2057.6,-467.164
2082.98,-511.089
2108.12,-553.926
2136.43,-596.093
2174.42,-641.277
2224.72,-687.884
2281.57,-740.14
2334.21,-794.867
2369.65,-840.48
2411.3,-893.618
2463.02,-941.72
2511.33,-989.051
2538.93,-1029.96
2572.58,-1075.51
2564.3,-1066.48
2596.45,-1094.19
2626.97,-1125.08
2672.35,-1188.51
2661.77,-1175.98
2725.81,-1252.76
2714.46,-1239.07
2788.8,-1324.8
2816.82,-1367.53
2847.35,-1412.75
2836.66,-1399.2
2881.23,-1443.82
2925.53,-1499.72
2986.4,-1568.16
3053.01,-1650.13
3102.93,-1810.68
3101.02,-1864.59
3100.45,-1919.9
3093.68,-1962.44
3086.04,-2009.42
3079.67,-2059.11
3073.27,-2108.77
3066.79,-2158.22
3060.48,-2209.06
3053,-2258.6
3042.77,-2308.96
3035.24,-2369.59
3029.42,-2442.71
3028.37,-2524.42
3025.43,-2589.99
3024.13,-2665.85
3021.75,-2739.05
3018.08,-2796.69
3017.01,-2866.43
3013.49,-2932.37
3010.45,-2994.26
3006.79,-3033.75
3002.84,-3074.29
3000.13,-3104.69
2996.3,-3139.08
2993.42,-3175.52
2989.45,-3215.46
2982.4,-3259.96
2976.71,-3320.22
2977.8,-3308.7
2972.07,-3380.99
2962.78,-3465.95
2952.52,-3549.12
2946.56,-3602.7
2938.07,-3657.45
2934.2,-3702.16
2929.34,-3748.84
2890.74,-3849.51
2852.3,-3883.24
2809.08,-3912.99
2763.92,-3942.52
2720.79,-3970.89
2678.83,-4002.95
2623.67,-4039.42
2569.79,-4091.91
2513.51,-4155.63
2471.71,-4193.9
2427.99,-4232.83
2384.15,-4260.1
2340.41,-4286.09
2306.22,-4320.99
2270.7,-4357.75
2228.41,-4385.1
2184.91,-4410.38
2141.08,-4437.46
2107.45,-4473.5
2072.22,-4508.46
2028.46,-4535.28
1985.7,-4561.02
1943.29,-4589.48
1901.75,-4617.3
1854.71,-4654.29
1809.28,-4698.13
1769.58,-4742.38
1734.88,-4779.04
1693.02,-4809.01
1646.09,-4843.29
1594.16,-4882.41
1541.66,-4934.37
1491.74,-4988.56
1449.35,-5030.82
1398.31,-5072.83
1348.98,-5114.6
1312.88,-5159.69
1267.26,-5192.12
1227.78,-5222.96
1238.32,-5212.01
1168.5,-5283.76
1137.15,-5297.99
1150.27,-5284.96
1070.46,-5358.66
1031.73,-5386.81
991.895,-5421.92
945.48,-5454.71
958.318,-5443.09
829.627,-5548.03
841.105,-5539.35
764.771,-5611.43
703.129,-5651.37
629.289,-5709.9
577.933,-5741.47
467.139,-5803.94
420.821,-5796.2
370.8,-5789.78
320.676,-5783.36
270.456,-5776.98
220.539,-5770.49
170.384,-5764.07
120.547,-5756.49
70.7849,-5749.86
19.7238,-5742.37
-31.2017,-5732.1
-93.1655,-5723.43
-163.247,-5717.91
-230.625,-5713.01
